
411483775,132216.408229,82786.430705,2598.213197
411483776,132216.477748,82786.494853,2598.214967
411483779,132216.683436,82786.670206,2598.220094
411483780,132216.755945,82786.720621,2598.221070
411483780,132216.755945,82786.751078,2598.221070
411483781,132216.810510,82786.777872,2598.221925
411483782,132216.865808,82786.807413,2598.222901
411483783,132216.865808,82786.834696,2598.222901
411483783,132216.914453,82786.864542,2598.223451
411483784,132216.965295,82786.894571,2598.224305
411483785,132216.965295,82786.926065,2598.224305
411483788,132217.209679,82787.097207,2598.230348
411483789,132217.263146,82787.128945,2598.231263
411483790,132217.263146,82787.157632,2598.231263
411483790,132217.315453,82787.185830,2598.231812
411483791,132217.363671,82787.213845,2598.232423
411483792,132217.410057,82787.240090,2598.232850
411483793,132217.410057,82787.267128,2598.232850
411483793,132217.459068,82787.294716,2598.233338
411483794,132217.506981,82787.326638,2598.233827
411483795,132217.559959,82787.352639,2598.234376
411483795,132217.559959,82787.380593,2598.234376
411483796,132217.610801,82787.409767,2598.234864
411483797,132217.660362,82787.437477,2598.235291
411483798,132217.660362,82787.462440,2598.235291
411483798,132217.711143,82787.493568,2598.235963
411483799,132217.768821,82787.538246,2598.237122
411483800,132217.824424,82787.567848,2598.237916
411483801,132217.824424,82787.599891,2598.237916
411483801,132217.877585,82787.634132,2598.238892
411483802,132217.927939,82787.662269,2598.239442
411483803,132217.977133,82787.689063,2598.239991
411483804,132218.023032,82787.728309,2598.240723
411483805,132218.023032,82787.751807,2598.241334
411483805,132218.069907,82787.776771,2598.241334
411483806,132218.120016,82787.802894,2598.241822
411483807,132218.164938,82787.841956,2598.242432
411483808,132218.212362,82787.866675,2598.242921
411483809,132218.212362,82787.893531,2598.242921
411483809,132218.262350,82787.917945,2598.243470
411483810,132218.309774,82787.945594,2598.243897
411483811,132218.309774,82787.975867,2598.244386
411483811,132218.360738,82788.001257,2598.244386
411483812,132218.407796,82788.028479,2598.244874
411483813,132218.457540,82788.054053,2598.245362
411483814,132218.457540,82788.078528,2598.245362
411483814,132218.505208,82788.111792,2598.245789
411483815,132218.557027,82788.138098,2598.246400
411483816,132218.602742,82788.162878,2598.246827
411483817,132218.602742,82788.192724,2598.246827
411483817,132218.654378,82788.230627,2598.247620
411483818,132218.713093,82788.265539,2598.248902
411483819,132218.771748,82788.298315,2598.249757
411483820,132218.771748,82788.328100,2598.249757
411483820,132218.819661,82788.354955,2598.250245
411483821,132218.866902,82788.385229,2598.250733
411483822,132218.915363,82788.408422,2598.251221
411483822,132218.915363,82788.437536,2598.251221
411483823,132218.964069,82788.467199,2598.251710
411483824,132219.011860,82788.493993,2598.252198
411483825,132219.058429,82788.518529,2598.252686
411483825,132219.058429,82788.548070,2598.252686
411483826,132219.108295,82788.579137,2598.253114
411483827,132219.157489,82788.606603,2598.253663
411483828,132219.204364,82788.631139,2598.254090
411483828,132219.204364,82788.660619,2598.254090
411483829,132219.252948,82788.686864,2598.254578
411483830,132219.302508,82788.712315,2598.255067
411483831,132219.302508,82788.739659,2598.255067
411483831,132219.352252,82788.767674,2598.255494
411483832,132219.405719,82788.799595,2598.256287
411483833,132219.405719,82788.826756,2598.256898
411483834,132219.455584,82788.856968,2598.256898
411483834,132219.502459,82788.883946,2598.257447
411483835,132219.552813,82788.910069,2598.257996
411483836,132219.552813,82788.936680,2598.258424
411483836,132219.598589,82788.959812,2598.258424
411483837,132219.645403,82788.986423,2598.258912
411483838,132219.696184,82789.011875,2598.259400
411483838,132219.696184,82789.040317,2598.259400
411483839,132219.745745,82789.066440,2598.259888
411483840,132219.792925,82789.092807,2598.260377
411483841,132219.792925,82789.117405,2598.260377
411483841,132219.840654,82789.144199,2598.260804
411483842,132219.890275,82789.174594,2598.261292
411483843,132219.940202,82789.200656,2598.261842
411483843,132219.940202,82789.226291,2598.261842
411483844,132219.990373,82789.252292,2598.262330
411483845,132220.037431,82789.280185,2598.262757
411483846,132220.037431,82789.306308,2598.262757
411483846,132220.084733,82789.333590,2598.263184
411483847,132220.134049,82789.360751,2598.263734
411483848,132220.179703,82789.384860,2598.264161
411483848,132220.179703,82789.412997,2598.264161
411483849,132220.229691,82789.449313,2598.264954
411483850,132220.292313,82789.481356,2598.265992
411483851,132220.292313,82789.508883,2598.265992
411483851,132220.341202,82789.536837,2598.266541
411483852,132220.386978,82789.565523,2598.267030
411483853,132220.435257,82789.594942,2598.267518
411483854,132220.435257,82789.622408,2598.267518
411483854,132220.487198,82789.650850,2598.268433
