id,time,package0,pp0,dram,total
0,2636,0.127999495022826,0.09877404410206084,0.0016251181066631803,0.1296246131294892
1,2619,0.12723222398396505,0.09818029507559906,0.0016149861059754063,0.12884721008994046
2,2665,0.12933481908907124,0.09980834214717381,0.0016377521078368,0.13097257119690803
3,2616,0.12796409497712144,0.09889440507093136,0.001613155105853976,0.1295772500829754
4,2677,0.13062107111649457,0.1009092921658551,0.0016550861083220328,0.13227615722481662
5,2638,0.12668290902739485,0.09745330710517133,0.0016221271067438157,0.12830503613413866
6,2632,0.1266159530136762,0.09739849709583288,0.0016221881065012183,0.12823814112017742
7,2664,0.13042539208679502,0.10086662814563169,0.0016691251077965937,0.13209451719459162
8,2650,0.1283326240548051,0.09891881812383296,0.0016340901072297623,0.12996671416203487
9,2658,0.12836387507307684,0.09889495413627979,0.0016437341075536823,0.13000760918063053
10,2617,0.12831272697940005,0.09926714407248606,0.001612728105894495,0.12992545508529454
11,2627,0.12938682000226584,0.10018614908805112,0.0016884111062991617,0.131075231108565
12,2650,0.12714793505480357,0.09775103612384343,0.0016329911072296948,0.12878092616203327
13,2617,0.12732658497939123,0.09827935507247991,0.0016247521058941506,0.1289513370852854
14,2630,0.12606065700911515,0.09689837709272359,0.0016176721064203234,0.12767832911553548
15,2656,0.1272832500685194,0.09780657813316776,0.001638912107472423,0.1289221621759918
16,2659,0.13033011707537118,0.10081584713785277,0.0016419021075937696,0.13197201918296494
17,2615,0.12796732997484764,0.09895379106938328,0.0016163291058139111,0.12958365908066155
18,2677,0.12922324711649488,0.09950640216585754,0.001651424108321956,0.13087467122481683
19,2659,0.12736406007537338,0.09784582313784347,0.0016453211075938914,0.12900938118296726
20,2618,0.1260974609817002,0.09705938707404575,0.001617671105934871,0.12771513208763505
21,2643,0.12678203003881103,0.09745294011295164,0.0016255451069468287,0.12840757514575785
22,2651,0.1265633420570961,0.09715332012539574,0.0016355551072700521,0.12819889716436617
23,2628,0.12771574300454436,0.09855999408961647,0.0016226161063396458,0.129338359110884
24,2618,0.12592876098169092,0.0969018550740483,0.0016162071059349292,0.12754496808762586
25,2632,0.12633842701367087,0.09710339309582852,0.001627986106501359,0.12796641312017223
26,2620,0.12636943398625067,0.09725805607716297,0.0016232251060161011,0.12799265909226676
27,2613,0.12676072897026536,0.0977609840662715,0.0016215781057323498,0.1283823070759977
28,2676,0.12951957211421303,0.09985509616430162,0.00164513710828179,0.13116470922249482
29,2612,0.1278885949679758,0.0989443310646991,0.0016155971056920934,0.1295041920736679
30,2643,0.12787437303880764,0.09854473411294429,0.0016534991069465101,0.12952787214575415
31,2661,0.12896476307994673,0.09945177614096148,0.001637752107674489,0.13060251518762123
32,2639,0.12839378202966875,0.09907268810673886,0.001637935106784841,0.1300317171364536
33,2664,0.12919254608679606,0.09962139214562922,0.0016394611077960003,0.13083200719459206
34,2674,0.12942112310963147,0.09974401116119247,0.0016518511082009638,0.13107297421783243
35,2616,0.1292387499771225,0.10022325807094498,0.0016214561058542775,0.1308602060829768
36,2620,0.12721458498625202,0.09812853707716834,0.0016205411060156015,0.1288351260922676
37,2631,0.12755546501138854,0.09832421509428987,0.0016206011064605545,0.1291760661178491
38,2620,0.12789707898625988,0.09880230207716789,0.0016248731060155782,0.12952195209227546
39,2619,0.12760404998398192,0.0984923050756078,0.0016235921059752788,0.1292276420899572
40,2657,0.12741056807080314,0.09790008313473557,0.0016366541075129037,0.12904722217831605
41,2626,0.12635197699996517,0.09718029708650745,0.0016137051062588195,0.127965682106224
42,2626,0.1265374019999685,0.09739312708648239,0.0016337241062584123,0.1281711261062269
43,2648,0.12745219505022382,0.098029600120724,0.0016483111071491957,0.129100506157373
44,2629,0.12625450400681804,0.0970745840911642,0.001620418106379975,0.127874922113198
45,2618,0.12754051198169494,0.09844366007404905,0.0016126051059351559,0.1291531170876301
46,2631,0.12785038701140405,0.09865838109427587,0.0016201741064610642,0.12947056111786512
47,2647,0.12719462704795262,0.09782488811917626,0.001632686107108277,0.1288273131550609
48,2617,0.12809232997940273,0.0990823920724996,0.0016183431058945292,0.12971067308529727
49,2626,0.12811222699997182,0.09896258008650063,0.001624324106258953,0.12973655110623078
