
411320071,124452.498234,76838.943794,2497.058243
411320073,124452.630252,76839.048347,2497.061539
411320074,124452.689334,76839.112922,2497.063004
411320075,124452.767520,76839.179511,2497.064408
411320076,124452.829288,76839.205024,2497.065201
411320077,124452.868289,76839.231208,2497.065751
411320078,124452.913272,76839.259833,2497.066544
411320078,124452.913272,76839.293830,2497.066544
411320079,124452.968386,76839.331428,2497.067826
411320081,124453.014285,76839.366401,2497.068436
411320082,124453.057192,76839.409125,2497.069413
411320083,124453.183901,76839.474371,2497.072709
411320084,124453.251894,76839.549322,2497.075028
411320085,124453.308107,76839.597235,2497.076737
411320087,124453.356996,76839.636480,2497.077530
411320088,124453.393373,76839.663458,2497.078202
411320089,124453.432313,76839.690741,2497.079239
411320090,124453.467470,76839.717962,2497.079239
411320091,124453.544618,76839.745733,2497.080216
411320092,124453.583131,76839.772772,2497.080765
411320093,124453.619203,76839.800481,2497.081192
411320094,124453.657166,76839.827703,2497.081864
411320095,124453.698487,76839.857122,2497.082413
411320096,124453.734315,76839.884954,2497.082840
411320097,124453.774476,76839.920171,2497.083390
411320098,124453.816712,76839.964422,2497.084183
411320099,124453.862244,76840.004888,2497.085282
411320100,124453.918701,76840.043706,2497.086319
411320101,124453.970154,76840.078252,2497.087052
411320102,124454.019043,76840.115056,2497.087601
411320103,124454.064026,76840.147160,2497.088150
411320104,124454.113647,76840.176640,2497.088761
411320105,124454.158508,76840.208378,2497.089310
411320106,124454.196289,76840.233952,2497.089737
411320107,124454.196289,76840.259221,2497.089737
411320107,124454.241454,76840.289860,2497.090287
411320108,124454.286315,76840.318486,2497.090775
411320109,124454.332275,76840.344425,2497.091202
411320110,124454.332275,76840.369450,2497.091202
411320110,124454.383178,76840.396793,2497.091690
411320111,124454.430907,76840.422916,2497.092240
411320112,124454.430907,76840.448917,2497.092728
411320112,124454.481383,76840.473698,2497.092728
411320113,124454.528075,76840.497684,2497.093216
411320114,124454.575865,76840.526493,2497.093888
411320114,124454.575865,76840.551090,2497.093888
411320115,124454.621641,76840.574283,2497.094376
411320116,124454.669859,76840.603458,2497.094925
411320117,124454.714354,76840.631107,2497.095353
411320117,124454.714354,76840.656925,2497.095353
411320118,124454.761167,76840.682987,2497.095841
411320119,124454.809568,76840.710391,2497.096573
411320120,124454.809568,76840.744266,2497.096573
411320120,124454.870847,76840.779239,2497.097855
411320121,124454.921140,76840.804202,2497.098526
411320122,124454.968931,76840.826053,2497.099015
411320122,124454.968931,76840.852847,2497.099015
411320123,124455.015134,76840.880374,2497.099564
411320124,124455.059995,76840.904971,2497.100052
411320125,124455.059995,76840.928897,2497.100541
411320125,124455.109616,76840.957278,2497.100541
411320126,124455.152341,76840.985049,2497.101029
411320127,124455.204526,76841.011599,2497.101517
411320128,124455.204526,76841.038576,2497.101517
411320128,124455.251950,76841.061709,2497.102005
411320129,124455.294857,76841.089236,2497.102433
411320130,124455.340023,76841.112246,2497.102921
411320130,124455.340023,76841.139895,2497.102921
