
Kaby Lake3000275018,20028.946162,14857.361257,0.814817,953.396668
Kaby Lake3000275019,20028.961726,14857.376576,0.814817,953.397522
Kaby Lake3000275020,20028.981440,14857.393178,0.814817,953.398438
Kaby Lake3000275021,20029.001093,14857.410085,0.814817,953.399353
Kaby Lake3000275022,20029.021906,14857.427418,0.814817,953.401245
Kaby Lake3000275023,20029.043207,14857.442982,0.814817,953.401245
Kaby Lake3000275024,20029.062495,14857.457875,0.814817,953.402161
Kaby Lake3000275025,20029.083796,14857.472829,0.814817,953.402954
Kaby Lake3000275026,20029.104792,14857.488759,0.814817,953.403748
Kaby Lake3000275027,20029.125238,14857.503224,0.814817,953.404785
Kaby Lake3000275028,20029.145502,14857.518361,0.814817,953.405701
Kaby Lake3000275028,20029.170282,14857.536122,0.814817,953.407105
Kaby Lake3000275029,20029.190668,14857.550587,0.814817,953.408264
Kaby Lake3000275030,20029.217462,14857.576222,0.814817,953.410523
Kaby Lake3000275032,20029.255548,14857.624684,0.814817,953.413025
Kaby Lake3000275033,20029.297784,14857.665516,0.814817,953.415772
Kaby Lake3000275034,20029.331964,14857.690907,0.814817,953.418091
Kaby Lake3000275035,20029.360223,14857.712452,0.814817,953.419983
Kaby Lake3000275036,20029.391534,14857.735340,0.814817,953.421875
Kaby Lake3000275037,20029.418451,14857.752247,0.814817,953.423340
Kaby Lake3000275038,20029.441156,14857.768970,0.814817,953.424194
Kaby Lake3000275038,20029.463250,14857.785267,0.814817,953.425232
Kaby Lake3000275039,20029.484857,14857.799122,0.814817,953.426087
Kaby Lake3000275040,20029.484857,14857.813038,0.814817,953.426087
Kaby Lake3000275041,20029.505487,14857.827503,0.814817,953.426880
Kaby Lake3000275042,20029.528253,14857.843555,0.814817,953.427857
Kaby Lake3000275043,20029.549981,14857.860767,0.814817,953.428772
Kaby Lake3000275044,20029.572564,14857.879932,0.814817,953.430237
Kaby Lake3000275045,20029.595330,14857.896961,0.814817,953.431091
Kaby Lake3000275045,20029.619744,14857.913867,0.814817,953.432068
Kaby Lake3000275046,20029.642998,14857.930835,0.814817,953.432800
Kaby Lake3000275047,20029.668206,14857.950122,0.814817,953.433655
Kaby Lake3000275048,20029.668206,14857.967273,0.814817,953.433655
Kaby Lake3000275049,20029.692132,14857.982715,0.814817,953.434448
Kaby Lake3000275050,20029.714226,14857.998767,0.814817,953.435181
Kaby Lake3000275051,20029.738091,14858.017383,0.814817,953.436218
Kaby Lake3000275052,20029.763237,14858.046069,0.814817,953.438110
Kaby Lake3000275053,20029.803337,14858.090014,0.814817,953.439942
Kaby Lake3000275055,20029.886955,14858.159472,0.814817,953.444641
Kaby Lake3000275056,20029.918449,14858.184863,0.814817,953.446350
Kaby Lake3000275057,20029.948662,14858.206347,0.814817,953.447937
Kaby Lake3000275058,20029.979851,14858.228076,0.814817,953.449524
Kaby Lake3000275059,20030.006584,14858.245043,0.814817,953.451172
Kaby Lake3000275059,20030.030204,14858.260607,0.814817,953.452087
Kaby Lake3000275060,20030.030204,14858.277941,0.814817,953.452087
Kaby Lake3000275061,20030.056266,14858.293383,0.814817,953.452820
Kaby Lake3000275062,20030.079704,14858.309801,0.814817,953.453491
Kaby Lake3000275063,20030.104240,14858.325365,0.814817,953.454224
Kaby Lake3000275063,20030.127494,14858.341845,0.814817,953.454834
Kaby Lake3000275064,20030.127494,14858.357226,0.814817,953.454834
Kaby Lake3000275065,20030.152396,14858.374071,0.814817,953.455566
Kaby Lake3000275066,20030.175834,14858.391649,0.814817,953.456238
Kaby Lake3000275067,20030.197623,14858.406664,0.814817,953.457031
Kaby Lake3000275068,20030.219779,14858.422533,0.814817,953.457703
Kaby Lake3000275068,20030.245841,14858.439867,0.814817,953.458679
Kaby Lake3000275069,20030.268546,14858.453966,0.814817,953.459412
Kaby Lake3000275070,20030.268546,14858.468676,0.814817,953.459412
Kaby Lake3000275071,20030.290702,14858.483873,0.814817,953.460144
Kaby Lake3000275072,20030.312247,14858.498827,0.814817,953.460815
Kaby Lake3000275073,20030.334342,14858.513597,0.814817,953.461365
Kaby Lake3000275073,20030.356986,14858.527269,0.814817,953.462097
Kaby Lake3000275074,20030.379508,14858.543566,0.814817,953.462891
Kaby Lake3000275075,20030.401358,14858.561327,0.814817,953.463562
Kaby Lake3000275076,20030.401358,14858.575975,0.814817,953.463562
Kaby Lake3000275077,20030.424796,14858.591173,0.814817,953.464294
Kaby Lake3000275078,20030.447135,14858.606493,0.814817,953.464905
Kaby Lake3000275079,20030.469107,14858.621446,0.814817,953.465637
Kaby Lake3000275079,20030.491507,14858.636034,0.814817,953.466309
Kaby Lake3000275080,20030.491507,14858.651292,0.814817,953.466309
Kaby Lake3000275081,20030.515128,14858.668504,0.814817,953.467102
Kaby Lake3000275082,20030.538443,14858.686204,0.814817,953.467834
Kaby Lake3000275083,20030.562185,14858.700609,0.814817,953.468567
Kaby Lake3000275084,20030.585745,14858.716417,0.814817,953.469299
Kaby Lake3000275084,20030.608450,14858.731553,0.814817,953.469971
Kaby Lake3000275085,20030.629507,14858.748887,0.814817,953.470642
Kaby Lake3000275086,20030.629507,14858.763169,0.814817,953.470642
Kaby Lake3000275087,20030.653494,14858.779100,0.814817,953.471436
Kaby Lake3000275088,20030.675711,14858.793748,0.814817,953.472107
Kaby Lake3000275089,20030.698355,14858.808763,0.814817,953.472717
Kaby Lake3000275089,20030.719168,14858.822495,0.814817,953.473328
Kaby Lake3000275090,20030.743582,14858.839341,0.814817,953.474182
Kaby Lake3000275091,20030.743582,14858.854905,0.814817,953.474182
Kaby Lake3000275092,20030.766348,14858.869370,0.814817,953.474854
Kaby Lake3000275093,20030.787160,14858.884080,0.814817,953.475525
Kaby Lake3000275094,20030.809438,14858.897996,0.814817,953.476196
Kaby Lake3000275094,20030.830801,14858.912522,0.814817,953.476929
Kaby Lake3000275095,20030.853506,14858.930100,0.814817,953.477600
Kaby Lake3000275096,20030.853506,14858.944321,0.814817,953.477600
Kaby Lake3000275097,20030.875539,14858.960435,0.814817,953.478271
Kaby Lake3000275098,20030.898610,14858.976609,0.814817,953.478943
Kaby Lake3000275099,20030.921254,14858.992844,0.814817,953.479736
Kaby Lake3000275100,20030.945119,14859.008591,0.814817,953.480408
Kaby Lake3000275100,20030.967458,14859.024643,0.814817,953.481079
Kaby Lake3000275101,20030.989553,14859.040207,0.814817,953.481812
Kaby Lake3000275102,20030.989553,14859.054428,0.814817,953.481812
Kaby Lake3000275103,20031.011220,14859.071091,0.814817,953.482483
Kaby Lake3000275104,20031.033620,14859.085007,0.814817,953.483093
Kaby Lake3000275105,20031.057607,14859.100876,0.814817,953.483826
Kaby Lake3000275106,20031.078236,14859.117722,0.814817,953.484375
Kaby Lake3000275106,20031.101430,14859.132065,0.814817,953.485168
Kaby Lake3000275107,20031.101430,14859.146530,0.814817,953.485840
Kaby Lake3000275108,20031.124684,14859.163132,0.814817,953.485840
Kaby Lake3000275109,20031.145558,14859.177719,0.814817,953.486572
Kaby Lake3000275110,20031.168263,14859.192856,0.814817,953.487305
Kaby Lake3000275111,20031.191212,14859.209030,0.814817,953.488037
Kaby Lake3000275111,20031.212086,14859.223556,0.814817,953.488708
Kaby Lake3000275112,20031.234608,14859.236557,0.814817,953.489380
Kaby Lake3000275113,20031.234608,14859.251633,0.814817,953.489380
Kaby Lake3000275114,20031.255360,14859.267196,0.814817,953.490051
Kaby Lake3000275115,20031.278187,14859.282150,0.814817,953.490784
Kaby Lake3000275116,20031.299244,14859.297897,0.814817,953.491455
Kaby Lake3000275117,20031.321400,14859.312729,0.814817,953.492126
Kaby Lake3000275117,20031.342579,14859.327377,0.814817,953.492798
Kaby Lake3000275118,20031.365284,14859.341659,0.814817,953.493530
Kaby Lake3000275119,20031.365284,14859.356124,0.814817,953.493530
Kaby Lake3000275120,20031.387012,14859.372482,0.814817,953.494202
Kaby Lake3000275121,20031.410389,14859.386825,0.814817,953.494873
Kaby Lake3000275122,20031.432789,14859.402999,0.814817,953.495544
Kaby Lake3000275122,20031.455189,14859.417709,0.814817,953.496399
Kaby Lake3000275123,20031.478016,14859.433212,0.814817,953.497009
Kaby Lake3000275124,20031.478016,14859.447494,0.814817,953.497009
Kaby Lake3000275125,20031.499683,14859.462753,0.814817,953.497681
Kaby Lake3000275126,20031.522449,14859.480209,0.814817,953.498413
Kaby Lake3000275127,20031.544483,14859.495101,0.814817,953.499084
Kaby Lake3000275128,20031.565113,14859.509505,0.814817,953.499695
Kaby Lake3000275128,20031.587451,14859.523055,0.814817,953.500366
Kaby Lake3000275129,20031.608325,14859.538070,0.814817,953.501038
Kaby Lake3000275130,20031.608325,14859.554854,0.814817,953.501038
Kaby Lake3000275131,20031.633045,14859.571578,0.814817,953.501892
Kaby Lake3000275132,20031.654895,14859.586410,0.814817,953.502563
Kaby Lake3000275133,20031.676501,14859.600875,0.814817,953.503235
Kaby Lake3000275133,20031.697864,14859.616256,0.814817,953.503906
Kaby Lake3000275134,20031.720630,14859.630599,0.814817,953.504639
Kaby Lake3000275135,20031.720630,14859.645491,0.814817,953.504639
Kaby Lake3000275136,20031.743396,14859.663008,0.814817,953.505310
Kaby Lake3000275137,20031.765063,14859.677230,0.814817,953.505981
Kaby Lake3000275138,20031.788257,14859.691451,0.814817,953.506714
Kaby Lake3000275139,20031.811328,14859.707442,0.814817,953.507568
Kaby Lake3000275139,20031.833545,14859.723433,0.814817,953.508179
Kaby Lake3000275140,20031.854846,14859.737593,0.814817,953.508850
Kaby Lake3000275141,20031.854846,14859.752547,0.814817,953.508850
Kaby Lake3000275142,20031.878649,14859.769759,0.814817,953.509582
Kaby Lake3000275143,20031.901415,14859.783736,0.814817,953.510315
Kaby Lake3000275144,20031.922717,14859.798811,0.814817,953.510986
Kaby Lake3000275144,20031.943896,14859.812361,0.814817,953.511658
Kaby Lake3000275145,20031.943896,14859.827498,0.814817,953.512329
Kaby Lake3000275146,20031.966235,14859.844771,0.814817,953.512329
Kaby Lake3000275147,20031.991137,14859.859907,0.814817,953.513061
Kaby Lake3000275148,20032.014025,14859.877363,0.814817,953.513916
Kaby Lake3000275149,20032.037768,14859.892134,0.814817,953.514770
Kaby Lake3000275149,20032.058764,14859.906843,0.814817,953.515442
Kaby Lake3000275150,20032.081713,14859.923079,0.814817,953.516174
Kaby Lake3000275151,20032.081713,14859.936995,0.814817,953.516174
Kaby Lake3000275152,20032.103014,14859.952864,0.814817,953.516846
Kaby Lake3000275153,20032.125658,14859.967146,0.814817,953.517578
Kaby Lake3000275154,20032.147448,14859.983198,0.814817,953.518249
Kaby Lake3000275154,20032.170885,14859.998579,0.814817,953.519104
Kaby Lake3000275155,20032.191820,14860.013044,0.814817,953.519714
Kaby Lake3000275156,20032.214891,14860.031050,0.814817,953.520386
Kaby Lake3000275157,20032.214891,14860.045210,0.814817,953.520386
Kaby Lake3000275158,20032.236925,14860.061628,0.814817,953.521057
Kaby Lake3000275159,20032.260423,14860.075544,0.814817,953.521789
Kaby Lake3000275160,20032.281297,14860.091047,0.814817,953.522461
Kaby Lake3000275160,20032.303392,14860.104292,0.814817,953.523132
Kaby Lake3000275161,20032.324998,14860.120710,0.814817,953.523743
Kaby Lake3000275162,20032.347703,14860.136152,0.814817,953.524475
Kaby Lake3000275163,20032.347703,14860.150800,0.814817,953.524475
Kaby Lake3000275164,20032.369615,14860.165937,0.814817,953.525146
Kaby Lake3000275165,20032.391038,14860.180646,0.814817,953.525818
Kaby Lake3000275166,20032.413438,14860.196332,0.814817,953.526550
Kaby Lake3000275167,20032.436876,14860.214216,0.814817,953.527344
Kaby Lake3000275167,20032.458909,14860.228925,0.814817,953.528015
Kaby Lake3000275168,20032.458909,14860.246442,0.814817,953.528992
Kaby Lake3000275169,20032.485642,14860.262860,0.814817,953.528992
Kaby Lake3000275170,20032.508531,14860.277082,0.814817,953.529724
Kaby Lake3000275171,20032.530869,14860.292462,0.814817,953.530456
Kaby Lake3000275171,20032.552964,14860.308209,0.814817,953.531128
Kaby Lake3000275172,20032.575547,14860.322980,0.814817,953.531799
Kaby Lake3000275173,20032.575547,14860.337872,0.814817,953.531799
Kaby Lake3000275174,20032.597886,14860.355634,0.814817,953.532410
Kaby Lake3000275175,20032.621628,14860.369489,0.814817,953.533203
Kaby Lake3000275176,20032.644272,14860.384564,0.814817,953.533874
Kaby Lake3000275177,20032.665513,14860.401288,0.814817,953.534485
Kaby Lake3000275178,20032.687729,14860.414899,0.814817,953.535156
Kaby Lake3000275178,20032.709824,14860.432721,0.814817,953.535950
Kaby Lake3000275179,20032.709824,14860.446515,0.814817,953.536621
Kaby Lake3000275180,20032.732285,14860.461224,0.814817,953.536621
Kaby Lake3000275181,20032.753952,14860.477765,0.814817,953.537353
Kaby Lake3000275182,20032.777695,14860.494610,0.814817,953.538208
Kaby Lake3000275183,20032.800156,14860.509625,0.814817,953.538940
Kaby Lake3000275183,20032.823654,14860.525189,0.814817,953.539612
Kaby Lake3000275184,20032.823654,14860.539349,0.814817,953.540283
Kaby Lake3000275185,20032.844833,14860.553570,0.814817,953.540283
Kaby Lake3000275186,20032.867783,14860.567791,0.814817,953.541015
Kaby Lake3000275187,20032.889206,14860.586041,0.814817,953.541687
Kaby Lake3000275188,20032.911728,14860.599652,0.814817,953.542358
Kaby Lake3000275188,20032.934006,14860.614178,0.814817,953.543030
Kaby Lake3000275189,20032.955002,14860.628216,0.814817,953.543579
Kaby Lake3000275190,20032.955002,14860.645123,0.814817,953.543579
Kaby Lake3000275191,20032.979599,14860.658611,0.814817,953.544433
Kaby Lake3000275192,20033.001510,14860.674603,0.814817,953.545044
Kaby Lake3000275193,20033.022567,14860.689190,0.814817,953.545715
Kaby Lake3000275193,20033.044967,14860.702740,0.814817,953.546387
Kaby Lake3000275194,20033.044967,14860.716595,0.814817,953.547058
Kaby Lake3000275195,20033.066146,14860.733807,0.814817,953.547058
Kaby Lake3000275196,20033.090560,14860.747112,0.814817,953.547790
Kaby Lake3000275197,20033.111007,14860.761822,0.814817,953.548462
Kaby Lake3000275198,20033.133956,14860.779583,0.814817,953.549133
Kaby Lake3000275198,20033.156844,14860.795452,0.814817,953.549866
Kaby Lake3000275199,20033.180282,14860.810711,0.814817,953.550537
Kaby Lake3000275200,20033.180282,14860.824932,0.814817,953.550537
Kaby Lake3000275201,20033.202010,14860.841167,0.814817,953.551269
Kaby Lake3000275202,20033.225631,14860.856060,0.814817,953.552124
Kaby Lake3000275203,20033.247359,14860.871196,0.814817,953.552917
Kaby Lake3000275203,20033.269332,14860.886699,0.814817,953.553528
Kaby Lake3000275204,20033.291549,14860.900554,0.814817,953.554260
Kaby Lake3000275205,20033.291549,14860.914958,0.814817,953.554260
Kaby Lake3000275206,20033.312972,14860.930095,0.814817,953.554809
Kaby Lake3000275207,20033.334945,14860.946147,0.814817,953.555664
Kaby Lake3000275208,20033.356673,14860.963664,0.814817,953.556335
Kaby Lake3000275209,20033.378951,14860.977275,0.814817,953.557007
Kaby Lake3000275209,20033.401656,14860.992290,0.814817,953.557678
Kaby Lake3000275210,20033.423018,14861.006572,0.814817,953.558349
Kaby Lake3000275211,20033.423018,14861.022319,0.814817,953.558349
Kaby Lake3000275212,20033.446211,14861.036540,0.814817,953.559082
Kaby Lake3000275213,20033.467696,14861.052531,0.814817,953.559692
Kaby Lake3000275214,20033.490157,14861.066142,0.814817,953.560364
Kaby Lake3000275214,20033.511519,14861.080729,0.814817,953.561096
Kaby Lake3000275215,20033.533919,14861.095988,0.814817,953.561767
Kaby Lake3000275216,20033.533919,14861.110392,0.814817,953.561767
Kaby Lake3000275217,20033.555952,14861.124797,0.814817,953.562439
Kaby Lake3000275218,20033.577681,14861.143840,0.814817,953.563171
Kaby Lake3000275219,20033.601484,14861.158915,0.814817,953.563904
Kaby Lake3000275220,20033.623518,14861.173747,0.814817,953.564636
Kaby Lake3000275220,20033.645002,14861.188639,0.814817,953.565246
Kaby Lake3000275221,20033.645002,14861.202189,0.814817,953.565979
Kaby Lake3000275222,20033.667280,14861.217143,0.814817,953.565979
Kaby Lake3000275223,20033.689253,14861.232768,0.814817,953.566650
Kaby Lake3000275224,20033.709455,14861.247172,0.814817,953.567261
Kaby Lake3000275225,20033.729841,14861.260661,0.814817,953.567871
Kaby Lake3000275225,20033.752424,14861.275919,0.814817,953.568542
Kaby Lake3000275226,20033.752424,14861.290934,0.814817,953.568542
Kaby Lake3000275227,20033.775800,14861.305521,0.814817,953.569275
Kaby Lake3000275228,20033.796979,14861.322855,0.814817,953.570007
Kaby Lake3000275229,20033.818464,14861.337137,0.814817,953.570617
Kaby Lake3000275230,20033.840925,14861.352640,0.814817,953.571350
Kaby Lake3000275230,20033.862165,14861.367289,0.814817,953.572021
Kaby Lake3000275231,20033.882856,14861.380289,0.814817,953.572632
Kaby Lake3000275232,20033.882856,14861.395670,0.814817,953.572632
Kaby Lake3000275233,20033.905439,14861.411722,0.814817,953.573364
Kaby Lake3000275234,20033.928144,14861.426920,0.814817,953.574035
Kaby Lake3000275235,20033.951093,14861.443155,0.814817,953.574829
Kaby Lake3000275235,20033.973371,14861.456888,0.814817,953.575622
Kaby Lake3000275236,20033.973371,14861.470743,0.814817,953.575622
Kaby Lake3000275237,20033.994489,14861.485392,0.814817,953.576233
Kaby Lake3000275238,20034.015790,14861.504862,0.814817,953.576965
Kaby Lake3000275239,20034.041425,14861.522196,0.814817,953.577881
Kaby Lake3000275240,20034.063153,14861.537332,0.814817,953.578491
Kaby Lake3000275240,20034.084943,14861.550821,0.814817,953.579223
Kaby Lake3000275241,20034.105939,14861.565714,0.814817,953.579834
