
416183444,108865.152823,7291.860971,5502.176099
416183445,108865.195791,7291.926767,5502.177686
416183446,108865.271108,7291.978463,5502.179456
416183447,108865.332204,7292.030404,5502.180799
416183448,108865.397329,7292.078561,5502.182325
416183449,108865.456289,7292.114816,5502.183118
416183449,108865.506887,7292.140511,5502.184400
416183450,108865.558400,7292.167733,5502.185438
416183451,108865.558400,7292.186043,5502.185438
416183451,108865.599172,7292.205391,5502.186109
416183452,108865.640736,7292.229989,5502.187147
416183453,108865.640736,7292.254342,5502.187147
416183454,108865.689870,7292.301583,5502.188367
416183454,108865.756459,7292.350105,5502.189954
416183455,108865.823902,7292.388741,5502.191358
416183456,108865.882984,7292.428291,5502.192762
416183457,108865.882984,7292.457527,5502.192762
416183458,108865.938343,7292.483650,5502.194410
416183458,108865.979908,7292.503242,5502.195814
416183459,108866.019642,7292.527656,5502.196607
416183460,108866.019642,7292.548225,5502.197157
416183461,108866.055774,7292.565864,5502.197157
416183461,108866.086109,7292.580757,5502.197645
416183462,108866.123279,7292.599250,5502.198194
416183463,108866.153980,7292.615730,5502.198682
416183464,108866.153980,7292.631904,5502.198682
416183465,108866.187061,7292.651130,5502.199171
416183465,108866.225146,7292.676032,5502.199903
416183466,108866.265552,7292.697150,5502.200636
416183467,108866.265552,7292.713813,5502.200636
416183468,108866.301379,7292.729255,5502.201124
416183469,108866.332751,7292.765021,5502.201734
416183470,108866.375781,7292.779365,5502.202772
416183470,108866.404895,7292.796149,5502.203382
416183471,108866.444201,7292.814826,5502.203931
416183472,108866.444201,7292.842963,5502.203931
416183472,108866.488268,7292.865180,5502.204786
416183473,108866.532153,7292.887152,5502.205335
416183474,108866.532153,7292.909247,5502.205946
416183475,108866.576098,7292.933356,5502.205946
416183475,108866.614672,7292.949835,5502.206434
416183476,108866.646715,7292.966071,5502.206922
416183477,108866.646715,7292.982672,5502.206922
416183477,108866.684130,7292.999518,5502.207410
416183478,108866.720201,7293.018927,5502.207899
416183479,108866.752245,7293.037482,5502.208387
416183480,108866.752245,7293.057867,5502.208875
416183481,108866.787157,7293.075018,5502.208875
416183482,108866.822069,7293.107611,5502.209547
416183482,108866.869127,7293.126837,5502.210706
416183483,108866.904771,7293.149054,5502.211256
416183484,108866.934678,7293.165106,5502.211683
416183485,108866.934678,7293.183660,5502.211683
416183486,108866.973191,7293.201544,5502.212476
416183486,108867.002427,7293.219732,5502.213026
416183487,108867.039292,7293.236212,5502.213575
416183488,108867.039292,7293.261419,5502.213575
416183489,108867.082261,7293.283331,5502.214429
416183489,108867.122910,7293.304083,5502.214918
416183490,108867.167710,7293.327764,5502.215833
416183491,108867.167710,7293.358526,5502.215833
416183491,108867.217576,7293.379888,5502.217176
416183492,108867.256272,7293.397527,5502.217847
416183493,108867.256272,7293.413946,5502.217847
416183494,108867.290879,7293.430547,5502.218336
416183494,108867.324936,7293.452337,5502.218885
416183495,108867.360336,7293.468572,5502.219373
416183496,108867.360336,7293.483892,5502.219862
416183497,108867.393051,7293.501653,5502.219862
416183497,108867.426620,7293.519841,5502.220289
416183498,108867.461838,7293.537358,5502.220838
416183499,108867.461838,7293.558110,5502.220838
416183500,108867.501510,7293.572575,5502.221693
416183500,108867.529953,7293.589116,5502.222181
416183501,108867.564315,7293.606389,5502.222608
416183502,108867.564315,7293.625493,5502.222608
416183503,108867.601791,7293.646489,5502.223402
416183503,108867.636459,7293.660649,5502.223890
416183504,108867.672714,7293.686406,5502.224683
416183505,108867.705428,7293.699223,5502.225172
416183506,108867.705428,7293.715947,5502.225172
416183506,108867.738937,7293.733830,5502.225660
416183507,108867.772933,7293.749028,5502.226209
416183508,108867.772933,7293.766117,5502.226636
416183509,108867.805892,7293.779789,5502.226636
416183509,108867.836165,7293.796147,5502.227125
416183510,108867.870040,7293.816960,5502.227613
416183511,108867.870040,7293.832585,5502.228101
416183512,108867.905440,7293.847233,5502.228101
416183512,108867.938033,7293.864628,5502.228529
416183513,108867.970137,7293.880009,5502.229017
416183514,108868.006697,7293.900455,5502.229627
416183515,108868.006697,7293.917728,5502.229627
416183515,108868.041060,7293.942081,5502.230176
416183516,108868.090803,7293.970341,5502.231397
416183517,108868.090803,7293.984684,5502.231397
416183517,108868.128035,7293.999759,5502.231946
416183518,108868.161665,7294.021427,5502.232496
416183519,108868.199140,7294.037479,5502.232984
416183520,108868.199140,7294.053165,5502.232984
416183520,108868.234724,7294.071781,5502.233472
416183521,108868.275861,7294.095523,5502.234327
416183522,108868.275861,7294.116886,5502.234327
416183522,108868.319135,7294.141605,5502.234937
416183523,108868.366315,7294.170841,5502.235486
416183524,108868.403852,7294.189151,5502.236097
416183525,108868.403852,7294.207401,5502.236097
416183525,108868.438947,7294.224002,5502.236585
416183526,108868.475995,7294.240298,5502.237134
416183527,108868.475995,7294.256900,5502.237134
416183527,108868.509198,7294.272098,5502.237562
416183528,108868.545392,7294.288882,5502.238050
416183529,108868.545392,7294.306460,5502.238050
416183530,108868.581220,7294.322268,5502.238538
416183530,108868.616376,7294.341372,5502.238965
416183531,108868.616376,7294.362674,5502.239759
416183532,108868.657147,7294.385073,5502.239759
416183532,108868.702618,7294.408938,5502.240980
416183533,108868.745099,7294.428042,5502.241651
416183534,108868.745099,7294.443972,5502.241651
416183535,108868.781292,7294.464846,5502.242200
416183536,108868.814434,7294.486941,5502.242811
416183536,108868.843792,7294.503176,5502.243238
416183537,108868.877056,7294.521181,5502.243726
416183538,108868.877056,7294.537661,5502.243726
416183539,108868.914471,7294.557558,5502.244215
416183539,108868.951275,7294.575075,5502.244703
416183540,108868.984112,7294.591921,5502.245130
416183541,108868.984112,7294.609255,5502.245130
416183542,108869.020977,7294.627382,5502.245618
416183542,108869.055706,7294.645876,5502.246107
416183543,108869.090007,7294.662294,5502.246595
416183544,108869.090007,7294.680788,5502.246595
416183545,108869.124004,7294.697206,5502.247083
416183545,108869.155925,7294.712221,5502.247510
416183546,108869.189128,7294.730593,5502.247999
416183547,108869.189128,7294.745546,5502.247999
416183548,108869.222209,7294.761476,5502.248487
416183548,108869.255107,7294.781374,5502.248914
416183549,108869.298442,7294.804140,5502.249769
416183550,108869.298442,7294.821107,5502.249769
416183550,108869.332682,7294.840456,5502.250318
416183551,108869.367533,7294.859743,5502.250745
416183552,108869.403056,7294.875856,5502.251295
416183553,108869.403056,7294.891664,5502.251295
416183553,108869.434977,7294.908998,5502.251722
416183554,108869.473429,7294.930482,5502.252332
416183555,108869.504801,7294.946595,5502.252759
416183556,108869.504801,7294.962709,5502.252759
416183557,108869.538065,7294.982850,5502.253187
416183557,108869.574503,7294.999940,5502.253675
416183558,108869.609293,7295.015138,5502.254163
416183559,108869.609293,7295.034913,5502.254163
416183559,108869.648111,7295.055299,5502.254651
416183560,108869.686746,7295.073975,5502.255201
416183561,108869.686746,7295.089967,5502.255201
416183562,108869.720133,7295.105775,5502.255689
416183562,108869.752176,7295.122742,5502.256116
416183563,108869.784464,7295.138611,5502.256605
416183564,108869.784464,7295.155030,5502.256605
416183565,108869.818033,7295.173035,5502.257093
416183565,108869.860391,7295.201783,5502.258130
