
Kaby Lake2999601614,4433.386721,2034.477030,0.814817,474.057197
Kaby Lake2999601615,4433.403811,2034.492960,0.814817,474.057990
Kaby Lake2999601616,4433.423647,2034.508829,0.814817,474.058845
Kaby Lake2999601617,4433.443179,2034.519632,0.814817,474.059699
